severity,category,file,line,summary,evidence,fix
high,testo-illeggibile,account.html,92,Bottone 'Accedi con Microsoft' ha sfondo scuro fisso #2f2f2f ma color tema-aware: in light mode il testo e' scuro su scuro,.btn-microsoft { background: #2f2f2f; color: var(--text); } con :root light --text: #1a1a2e,Usare color: #fff fisso sul bottone Microsoft (sfondo sempre scuro)
high,claim-contraddittorio,ad-blocker-chrome.html,116,Conteggio regole network errato: dichiara 'around 130 precise rules' mentre l'SSOT verificato indica 144 regole.,blocks ads at the network level with around 130 precise rules,144 (o 'around 140+' se si vuole formulazione approssimata coerente con l'SSOT)
high,claim-contraddittorio,affiliati.html,292,"Durata cookie di tracciamento incoerente all'interno della pagina: qui 15 giorni, altrove 30 giorni (FAQ, benefit, termini)",avrà un cookie di tracciamento per 15 giorni,"Uniformare la durata del cookie a un solo valore (30 giorni, come in riga 321/387/437) o correggere ovunque; il valore deve essere unico e congruente"
high,claim-contraddittorio,affiliati.html,321,Benefit dichiara 'Cookie 30 Giorni' mentre lo step 2 (riga 292) dice 15 giorni: contraddizione diretta,<h4>Cookie 30 Giorni</h4>,Allineare a un unico valore coerente con lo step 'Condividi' e con FAQ/termini
high,testo-illeggibile,affiliati.html,408,"Testo FAQ rotto/illeggibile con parola inesistente ('isgannesco'), verosimilmente traduzione o refuso","Che succede se isgannesco? (Auto-referral, IP duplicato)","Riscrivere la domanda in italiano corretto, es. 'Cosa succede se provo a imbrogliare? (auto-referral, IP duplicato)'"
high,testo-illeggibile,affiliati.html,416,Testo FAQ sgrammaticato: 'Come monitoraggio le mie vendite?' (sostantivo al posto del verbo),Come monitoraggio le mie vendite?,Correggere in 'Come monitoro le mie vendite?'
high,claim-contraddittorio,android.html,148,Hero eyebrow dichiara '30-Day Trial' mentre il resto della pagina e la SSOT dicono 15 giorni,Free 30-Day Trial &nbsp;·&nbsp; No Credit Card,Free 15-Day Trial (trial=15 giorni per SSOT; contraddice anche riga 152 '15 days free')
high,claim-contraddittorio,android.html,283,Testo download dice '30-day trial' contro SSOT 15 giorni e contro il resto della pagina,APK · Android 10+ · Free 30-day trial · ,Free 15-day trial
high,claim-contraddittorio,android.html,346,FAQ domanda parla di '30-day trial' ma la risposta dice '15 days' — contraddizione interna nella stessa FAQ,Is the 30-day trial really free? What happens after? ... Yes — 15 days completely free,Is the 15-day trial really free? (allinea domanda e risposta a 15 giorni)
high,congruenza,ar/best-ad-blocker-2026.html,215,Trial dichiarato 30 giorni in piu' punti; reale = 15 giorni.,"righe 167,215,367,714,744,750: 'تجربة Pro لمدة 30 يومًا' / 'جرِّب AdOff مجانًا لمدة 30 يومًا'",Sostituire 30 con 15 giorni
high,versione,ar/guide.html,293,Versione hardcoded 3.1.0 obsoleta; la versione reale e' 3.5.36 e non va hardcoded.,riga 293: 'AdOff v3.1.0 — آخر تحديث: 19 أبريل 2026',Aggiornare a 3.5.36 (o rendere dinamica) e aggiornare la data
high,congruenza,ar/guide.html,366,Trial dichiarato 30 giorni in piu' punti; reale = 15 giorni.,riga 366: 'Trial Pro لمدة 30 يوماً'; riga 395: 'جرّب Pro مجاناً 30 يوماً'; riga 486: 'Trial Pro | مجاني 30 يوماً',Sostituire 30 con 15 giorni
high,congruenza,ar/guide.html,333,Numero lingue errato: la tabella e il testo dicono 6 lingue; le lingue supportate sono 15.,riga 333: '6 لغات: إيطالية، إنجليزية، ألمانية، فرنسية، إسبانية، برتغالية'; tabella lingue righe 690-696 elenca solo 6,Aggiornare a 15 lingue ed elencare tutte le lingue supportate
high,link-morto,ar/index.html,260,Link a pricing.html che in /ar/ non esiste (nessun file pricing.html nella cartella lingua) -> 404.,"riga 260: href=""pricing.html"" (CTA 'اكتشف Premium'); riga 264: href=""pricing.html"" ('قارن جميع الخطط')",Puntare a una pagina esistente (es. /ar/license-guide o ancora #pricing della home) o creare pricing.html in /ar/
high,link-morto,ar/index.html,317,"Script i18n con path relativo: da /ar/ risolve a /ar/adoff-i18n.js (404); il runtime i18n (applicazione data-i18n, toggle lingua) non si carica sulla pagina localizzata.","<script src=""adoff-i18n.js""></script>  (file solo in root; nessuna copia in ar/)","<script src=""/adoff-i18n.js""></script>"
high,congruenza,ar/install.html,316,Trial dichiarato 30 giorni in piu' punti; reale = 15 giorni.,meta riga 8: 'تجربة Pro 30 يومًا'; riga 316: 'الوصول الأول: Pro 30 يوماً مجاناً'; riga 776: 'خطة Pro (تجربة 30 يوم مشمولة)',Sostituire 30 con 15 giorni
high,congruenza,ar/license-guide.html,536,Trial dichiarato di 30 giorni in piu' punti; il trial reale e' 15 giorni.,"righe 536,551,729,763,765: 'نسخة تجريبية مجانية لمدة 30 يومًا' / 'تجربتك المجانية لمدة 30 يومًا'",Sostituire 30 con 15 giorni ovunque riferito al trial
high,congruenza,ar/license-guide.html,589,"Device tier 3/5/10 e opzione 'Lifetime' nella scelta piano non esistono: il modello e' a piano unico (fino a ~3 dispositivi), niente tier 5/10 ne' Lifetime.",riga 589: 'حدد مستوى الأجهزة الذي تريده (3 أو 5 أو 10)'; riga 589 'اختر الدفع الشهري أو السنوي أو Lifetime'; riga 689 'خطة الأجهزة الثلاثة',Rimuovere i riferimenti a tier 5/10 e a Lifetime; allineare al piano unico
high,versione,best-ad-blocker-2026.html,116,"Versione hardcoded 3.4.6 nel JSON-LD SoftwareApplication, diversa dalla reale 3.5.36","""version"": ""3.4.6""","3.5.36 (o meglio nessun hardcode; se serve, deve coincidere con 3.5.36)"
high,versione,best-ad-blocker-2026.html,128,Seconda occorrenza versione hardcoded 3.4.6 nel JSON-LD ListItem (position 1),"""version"": ""3.4.6""",3.5.36 (o rimuovere l'hardcode)
high,claim-contraddittorio,best-ad-blocker-2026.html,322,Conteggio regole '107+' contraddice sia la SSOT (144) sia gli altri punti della stessa pagina che dicono 144 (JSON-LD linea 117 e tabella linea 564),network blocking via 107+ declarativeNetRequest rules,144 declarativeNetRequest rules
high,claim-contraddittorio,block-video-ads.html,136,"Trial dichiarato '30-day trial' nel CTA, contraddice il trial di 15 giorni (SSOT) e la stessa pagina che a riga 125 dice '15-day trial'","AdOff Pro neutralizes the ad SDK so videos start instantly — no pre-roll, no mid-roll. Free 30-day trial.",Free 15-day trial (allineare a SSOT trial=15 giorni e alla riga 125)
high,prezzo,de/best-ad-blocker-2026.html,214,"FAQ testo prezzo annuale '19,99 EUR/Jahr für die ersten 100 Founder' errato","'kostet 2,99 EUR/Monat oder 19,99 EUR/Jahr für die ersten 100 Founder, mit 30 Tagen Geld-zurück-Garantie' (riga 214)","29,99 EUR/Jahr"
high,congruenza,de/best-ad-blocker-2026.html,166,Trial citato 30 giorni ripetutamente ma SSOT dice 15 giorni,"'30-tägige Pro-Testphase' (righe 166,214); '30-Tage-Pro-Test' (riga 384); 'Teste AdOff 30 Tage kostenlos' (cta-box in coda)",15 giorni / 15-tägige Testphase
high,congruenza,de/guide.html,483,Trial indicato 30 giorni in tabella piani ma SSOT dice 15 giorni,<td>Trial Pro</td><td>30 Tage kostenlos</td> (riga 483),15 Tage kostenlos
high,versione,de/guide.html,290,Versione hardcoded v3.1.0 (SSOT reale 3.5.36); anche data 19 April 2026 obsoleta,"AdOff v3.1.0 ,  Letzte Aktualisierung: 19. April 2026 (riga 290)",Leggere versione a runtime da manifest o allineare a 3.5.36
high,congruenza,de/install.html,316,"Trial indicato 30 giorni in tutta la pagina (meta, banner, JS) ma SSOT dice 15 giorni","'30 Tage Pro Trial' (meta desc riga 8); '30 Tage Pro kostenlos' (og/twitter righe 28,33); 'Beim ersten Zugriff: 30 Tage Pro kostenlos' (riga 316); 'Nach 30 Tagen entscheiden Sie' (riga 317)",15 Tage Pro / 15 Tage Trial in tutti i punti
high,congruenza,de/license-guide.html,137,Trial indicato come 30 giorni ma SSOT dice 15 giorni,"'30 Tage kostenlose Testversion enthalten' (riga 137); '30-Tage-Testversion mit allen Pro-Funktionen auf 3 Geräten' (riga 384); '30-Tage-Testversion' (righe 414,416)",Sostituire con 15 Tage / 15-Tage-Testversion
high,testo-illeggibile,de/support.html,7,"Mojibake/encoding tedesco sistematico: ü reso come 'ue' in decine di stringhe (Benoetigen, Pruefen, koennen, Prioritaet, Rueckerstattung, Lizenzschluessel, fuer, moeglichweise, Loesungen)","'Benoetigen Sie Hilfe' (riga 7); 'Pruefen Sie zuerst' (riga 122); 'Prioritaet' (riga 140); 'Rueckerstattung' (righe 133,211); 'Lizenzschluessel' (righe 162,203)","Ripristinare caratteri ü/ö corretti: Benötigen, Prüfen, können, Priorität, Rückerstattung, Lizenzschlüssel, für, möglicherweise, Lösungen"
high,traduzione,de/support.html,176,Parola inglese 'Includen/includen' mescolata al tedesco in placeholder e testi FAQ (mix 2 lingue),"'Includen Sie:' (placeholder textarea riga 176); 'includen ""ADOFF-""' (riga 203); 'Waehlen Sie oben ""Rueckerstattung"" aus und includen Sie' (riga 211)",Sostituire con 'Fügen Sie ... hinzu' / 'einschließlich'
high,prezzo,es/best-ad-blocker-2026.html,264,"JSON-LD offers con prezzi/piani errati vs SSOT (19,99 founder, 24,99, Lifetime 99)",'Pro Annual (Founder price for the first 100)' price '19.99' desc 'then 24.99'; 'Founder Lifetime (limited launch offer)' price '99',"SSOT: annuale 29,99€; NON esiste Lifetime né 19,99/24,99"
high,prezzo,es/best-ad-blocker-2026.html,214,FAQ testo con prezzo annuale errato e trial 30gg,"'cuesta 2,99 EUR/mes o 19,99 EUR/año para los primeros 100 Founders, con garantía de devolución de 30 días' (FAQ JSON-LD e FAQ visibile riga 823); 'prueba Pro de 30 días' ripetuto","Annuale 29,99€ (non 19,99); trial 15gg (non 30)"
high,congruenza,es/guide.html,363,"Trial dichiarato 30 giorni invece di 15 (SSOT), ripetuto","'El Trial Pro de 30 días se activa automáticamente'; 'Trial Pro | Gratis 30 días'; '""Prueba Pro 30 días gratis""'",Trial = 15 giorni (SSOT)
high,prezzo,es/guide.html,485,Tabella piani con prezzi/piani errati vs SSOT,"'Pro Anual | 19,99 EUR/año | Precio Founder bloqueado de por vida'; 'Pro Lifetime | 99 EUR | Pro para siempre'","Annuale 29,99€ (founder Premium)/standard; NON esiste Lifetime; 19,99€ è prezzo vecchio errato"
high,traduzione,es/install.html,461,stores-trust: testo duplicato con metà in italiano,'...Hash de integridad verificable✓ Revisione manuale del codice prima di ogni release · ✓ Aggiornamenti automatici via store · ✓ Hash di integrità verificabile',"Rimuovere la parte italiana duplicata, tenere solo lo spagnolo"
high,traduzione,es/install.html,308,Molti elementi UI restano in inglese (title/subtitle/badge/step titles/hint),"'Detected:'; 'First launch: 30 free Pro days'; 'Universal, on all browsers'; 'Browsers'; 'Operating system'; 'Select your browser for instructions'; step-title 'Extract the ZIP file' / 'Open Chrome Ex",Tradurre in spagnolo (via i18n o inline)
high,congruenza,es/install.html,314,Trial 30 giorni invece di 15 (SSOT) in banner e meta,"'First launch: 30 free Pro days'; 'After 30 days, decide whether to continue'; meta description '30 free Pro days'",Trial = 15 giorni (SSOT)
high,congruenza,es/license-guide.html,522,Trial dichiarato 30 giorni invece di 15 (SSOT),"'prova gratuita di 30 giorni inclusa' / 'prova gratuita di 30 giorni' ripetuto in plan cards, FAQ e CTA",Trial = 15 giorni secondo SSOT
high,traduzione,es/support.html,122,subtitle mista IT+EN con frammento italiano dangling,"'We respond within 24 hours. Check the FAQ first, you might find the answer.FAQ, potresti trovare la risposta.'",Tradurre interamente in spagnolo e rimuovere il frammento italiano 'potresti trovare la risposta'
high,traduzione,es/support.html,129,Quasi tutto il form e la quick-help restano in inglese su pagina es,"labels 'Category','Priority','Name','License key','Subject','Browser info (auto-detected)'; categorie 'Bug report','Billing / License','Refund','Feature request'; 'Quick solutions','Extension not work",Tradurre in spagnolo (solo 'Contactar soporte' e 'Descripción' sono tradotti)
high,prezzo,fr/best-ad-blocker-2026.html,825,"Testo FAQ visibile con prezzo annuale errato 19,99€ (SSOT 29,99€)","'Le plan Pro (mode Furtif et saut vidéo avancé) coûte 2,99 EUR/mois ou 19,99 EUR/an pour les 100 premiers Founders, avec une garantie satisfait ou remboursé de 30 jours.'","Correggere in 29,99 EUR/an"
high,congruenza,fr/best-ad-blocker-2026.html,166,Trial dichiarato 30 giorni invece di 15 (JSON-LD FAQ + testo + CTA),"'ajoute un essai Pro de 30 jours'; 'essai Pro complet de 30 jours'; 'Essai Pro de 30 jours, sans carte bancaire'; 'Essayez AdOff gratuitement pendant 30 jours'",Correggere in 15 jours ovunque (trial_days=15)
high,congruenza,fr/guide.html,363,Trial dichiarato 30 giorni invece di 15 (più volte),'L'Essai Pro de 30 jours s'active automatiquement'; 'badge ESSAI Xjr'; 'Essayez Pro 30 jours gratuits',Correggere in 15 jours (trial_days=15)
high,versione,fr/guide.html,290,Versione hardcoded e obsoleta v3.1.0 con data 19 aprile 2026 (SSOT reale 3.5.36),"'AdOff v3.1.0 ,  Dernière mise à jour : 19 avril 2026'",Rimuovere il version literal hardcoded o allineare a 3.5.36; la versione non va hardcoded
high,link-morto,fr/index.html,260,Link a pricing.html che nella cartella fr/ NON esiste → 404 (2 occorrenze: 'Découvrir Premium' e 'Comparer tous les forfaits'),"<a class=""btn btn--outline"" ... href=""pricing.html"">Découvrir Premium</a> e <a class=""btn btn--ghost"" ... href=""pricing.html"">Comparer tous les forfaits →</a>",Creare fr/pricing.html oppure puntare alla pagina prezzi esistente (es. /fr/ o license-guide)
high,congruenza,fr/install.html,316,"Trial dichiarato 30 giorni invece di 15 (banner, meta, FAQ, Safari, compare)",'Premier accès : 30 jours Pro gratuit'; 'Après 30 jours tu décides'; meta '30 jours Pro gratuit'; 'Tu as 30 jours d'essai Pro gratuit'; 'Plan Pro (essai 30 jours inclus)',Correggere in 15 jours (trial_days=15)
high,congruenza,fr/license-guide.html,522,Trial dichiarato di 30 giorni invece dei 15 giorni del SSOT,'Prova gratuita di 30 giorni inclusa'; 'avvia automaticamente una prova gratuita di 30 giorni ... su 3 dispositivi'; 'Inizia con la prova gratuita di 30 giorni',Correggere in 15 giorni (trial_days=15)
high,traduzione,fr/support.html,240,Messaggi JS e stati del form del supporto rimasti in inglese (non tradotti in fr),'Please wait a moment before submitting.'; 'Complete the anti-bot verification before submitting.'; 'Submitting...'; 'Ticket submitted! Your ticket ID:'; 'We will respond to ... within 24 hours'; 'Sub,Localizzare in francese le stringhe di stato/errore JS del form
high,congruenza,free-ad-blocker.html,116,Conteggio regole network errato: dice 'around 130 network rules' invece di 144 (SSOT),using around 130 network rules plus cosmetic filtering,144 network rules (o 'around 140')
high,testo-illeggibile,guide.html,260,"I separatori di riga delle tabelle usano un bordo bianco hardcoded, invisibile sullo sfondo bianco della tabella nel tema LIGHT (default)",".guide-table td { border-bottom: 1px solid rgba(255,255,255,0.04); }","Usare una variabile tema-aware: border-bottom: 1px solid var(--border-subtle); (o var(--border)). rgba bianco 0.04 è invisibile su --card=#ffffff del tema light, quindi in tutte le tabelle della guida"
high,versione,guide.html,300,Versione hardcoded errata nell'header della guida,AdOff v3.1.0. Ultimo aggiornamento: 19 aprile 2026,"Versione reale = 3.5.36 (o meglio letta a runtime dal manifest, mai hardcoded). Aggiornare anche la data."
high,claim-contraddittorio,guide.html,334,Trial dichiarato 30 giorni ma SSOT = 15 giorni; incoerente anche con il popup (riga 402) che dice 15,"neutralizzazione video ads (Pro/Trial), stealth anti-detection (Pro/Trial) ... contesto trial; riga 375 'Trial Pro 30 giorni attivato automaticamente'",Trial = 15 giorni ovunque (SSOT).
high,claim-contraddittorio,guide.html,375,Trial dichiarato 30 giorni (SSOT=15gg); contraddice riga 402 'Prova Pro 15 giorni gratis',Trial Pro 30 giorni attivato automaticamente,Trial Pro 15 giorni.
high,claim-contraddittorio,guide.html,493,Tabella licenza dice Trial 'Gratis 30 giorni' (SSOT=15gg); contraddice il popup a riga 402,<tr><td>Trial Pro</td><td>Gratis 30 giorni</td><td>Tutte le funzionalita Pro</td></tr>,Trial Pro = Gratis 15 giorni.
high,claim-contraddittorio,guide.html,486,"Sezione Piano e Licenza omette completamente il tier Premium (4,99€/mese con VPN) previsto dal SSOT","Tabella piani: Free, Trial Pro, Pro Mensile, Pro Annuale — nessun piano Premium","Aggiungere Premium: mensile 4,99€, annuale founder 29,99€ / standard 49,99€ (VPN)."
high,claim-contraddittorio,guide.html,608,Conteggio regole dichiarato 'Oltre 120' mentre SSOT = 144 regole network,Oltre 120 regole coprono le principali reti pubblicitarie e molti altri ad network.,Aggiornare a 144 regole (o 'oltre 140').
high,prezzo,hi/best-ad-blocker-2026.html,214,FAQ answer con prezzo annuale errato 19.99 e trial 30 giorni,riga 214: 'pehle 100 Founders ke liye 2.99 EUR/माह या 19.99 EUR/वर्ष...30-दिन के पूर्ण Pro ट्रायल',"Annuale 29,99€; trial 15 giorni"
high,versione,hi/best-ad-blocker-2026.html,237,softwareVersion hardcoded errata 3.5.29 nel JSON-LD,"riga 237: '""softwareVersion"": ""3.5.29""'",Deve coincidere con 3.5.36
high,congruenza,hi/best-ad-blocker-2026.html,166,Trial dichiarato 30 giorni invece di 15 (piu' punti),"riga 166 '30-दिन का Pro ट्रायल'; riga 388 '30-दिन Pro ट्रायल, कोई कार्ड आवश्यक नहीं'",Trial = 15 giorni
high,prezzo,hi/guide.html,477,Tabella piani con prezzi errati e piani inesistenti,riga 477 'Pro वार्षिक 19.99 EUR/वर्ष'; riga 478 'Pro Lifetime 99 EUR',"Annuale=29,99€; Lifetime non esiste (rimuovere riga). Solo Pro mensile 2.99 è corretto"
high,congruenza,hi/guide.html,356,Trial dichiarato 30 giorni invece di 15,riga 356 '30-दिन का Pro Trial'; riga 384 '30 दिन मुफ़्त Pro आज़माएं'; riga 475 'Trial Pro 30 दिन मुफ़्त',Trial = 15 giorni
high,versione,hi/guide.html,282,Versione hardcoded errata AdOff v3.1.0,riga 282: 'AdOff v3.1.0 — अंतिम अपडेट: 19 अप्रैल 2026',Deve coincidere con 3.5.36 (o essere dinamica)
high,traduzione,hi/install.html,794,Mix di 2 lingue nella stessa frase (hindi+italiano) nei passi Safari,"riga 794: 'Clicca डाउनलोड करें या इंस्टॉल करें Xcode प्रविष्टि पर (Apple आइकन, di Apple)'",Frase corrotta con residui italiani 'Clicca...di Apple'; ritradurre interamente
high,traduzione,hi/install.html,462,Sezione trust degli store interamente in italiano,righe 462-464: 'Revisione manuale del codice prima di ogni release · Aggiornamenti automatici via store · Hash di integrità verificabile',Tradurre in hindi
high,traduzione,hi/install.html,472,"Sezione ZIP fallback in italiano (toggle, sub, info versione)",riga 472 'Preferisci installare manualmente? Scarica i ZIP'; riga 487 'v3.4.6 · ultra-leggera · Tutte le feature'; riga 494 'Scarica ZIP Firefox',Tradurre in hindi
high,versione,hi/install.html,487,Versione ZIP hardcoded errata 3.4.6 (SSOT 3.5.36),righe 487/497/507: 'v3.4.6 · ultra-leggera',Deve coincidere con 3.5.36 (o essere dinamica)
high,congruenza,hi/install.html,314,Trial dichiarato 30 giorni invece di 15,riga 314 'पहली बार: 30 दिन Pro फ्री'; riga 315 '30 दिनों के बाद'; meta desc riga 7 'फ्री 30-दिन की Pro ट्रायल',Trial = 15 giorni
high,versione,hi/license-guide.html,792,Trial dichiarato 30 giorni invece di 15,righe 522/537/792/826: 'Prova gratuita di 30 giorni',Trial = 15 giorni
high,traduzione,hi/support.html,287,Messaggi JS di errore/successo hardcoded in inglese,riga 240 'Please wait a moment before submitting.'; riga 287 'Ticket submitted! Your ticket ID:'; riga 293 'Submit Ticket',Localizzare i messaggi JS in hindi
high,prezzo,id/best-ad-blocker-2026.html,214,"FAQ prezzo testuale errato: 19,99/anno per Founder e trial 30 giorni","2,99 EUR/bulan atau 19,99 EUR/tahun untuk 100 Founder pertama (riga 214); uji coba Pro penuh 30 hari (righe 214, 166)","Annuale 29,99€ founder; trial 15 giorni"
high,congruenza,id/best-ad-blocker-2026.html,166,Trial 30 hari ripetuto in FAQ e JSON-LD invece di 15,"uji coba Pro 30 hari dengan Mode Stealth (riga 166); Uji coba Pro 30 hari, tidak perlu kartu (riga 369)",Sostituire 30 con 15 giorni
high,versione,id/guide.html,290,Versione hardcoded 3.1.0 non coincide con SSOT 3.5.36 + data stantia,AdOff v3.1.0 — Terakhir diperbarui: 19 April 2026 (riga 290),Rimuovere versione hardcoded o allineare a 3.5.36
high,congruenza,id/guide.html,364,Trial dichiarato 30 hari invece di 15 (SSOT trial=15 giorni),Trial Pro 30 hari diaktifkan secara otomatis (riga 364); Gratis 30 hari (riga 483),Sostituire 30 con 15 giorni ovunque
high,congruenza,id/install.html,313,"Trial 30 hari ripetuto invece di 15 (banner, Safari, confronto Pro)",Akses pertama: 30 hari Pro gratis (riga 313); uji coba Pro gratis 30 hari (meta desc riga 7); 30 hari uji coba Pro gratis (riga 872); uji coba 30gg disertakan (riga 940),Sostituire 30 con 15 giorni ovunque
high,congruenza,id/license-guide.html,511,Trial 30 hari invece di 15 in tutta la pagina,"uji coba Pro 30 hari gratis (righe 511, 730, 734, 757)",Sostituire 30 con 15 giorni
high,gui-layout,index.html,89,"La regola 'NUCLEAR CENTER' in style.css forza text-align:center !important su quasi ogni elemento del body, sovrascrivendo l'allineamento a sinistra previsto dal nuovo hero split (hero-v3) e dai testi delle card, con risultato di layout desktop sbilanciato","style.css:2098-2100 `body *:not(table)...{ text-align: center !important; }`; index.html usa .hero-v3__grid (2 colonne, style.css:2265-2268) con .hero-v3__sub{max-width:30ch} (2279-2282) pensato left-","Escludere i nuovi componenti hero-v3 (.hero-v3__title, .hero-v3__sub, .hero-v3__cta, .trust-strip) dal selettore NUCLEAR CENTER, oppure impostarli esplicitamente a text-align:left in desktop (>900px) "
high,versione,install.html,525,Versione hardcoded v3.5.22 (Chrome ZIP) diversa dalla versione reale 3.5.36,"data-i18n=""install.dl.info.chrome"">v3.5.22 &middot; ultra-leggera &middot; Tutte le feature",Rimuovere l'hardcode o allineare a 3.5.36 (versione va letta a runtime da manifest)
high,versione,install.html,535,Versione hardcoded v3.5.22 (Firefox ZIP) diversa dalla versione reale 3.5.36,"data-i18n=""install.dl.info.firefox"">v3.5.22 &middot; ultra-leggera &middot; Installazione permanente",Rimuovere l'hardcode o allineare a 3.5.36
high,versione,install.html,545,Versione hardcoded v3.5.22 (Safari ZIP) diversa dalla versione reale 3.5.36,"data-i18n=""install.dl.info.safari"">v3.5.22 &middot; ultra-leggera &middot; Mac App Store in arrivo",Rimuovere l'hardcode o allineare a 3.5.36
high,testo-illeggibile,install.html,234,.zip-fallback ha background #0a0a1a fisso; il body interno e i download-box ereditano testo var(--text). In tema light il pannello 'Scarica i ZIP' è scuro con testo scuro = poco leggibile.,.zip-fallback{background:#0a0a1a;border:1px solid #1a1a36},background: var(--surface-2); border: 1px solid var(--border).
high,testo-illeggibile,install.html,320,.help-footer ha background #12122a fisso e .help-footer p usa var(--text-muted): in tema light testo medio #5a5a72 su fondo scuro #12122a = contrasto insufficiente / poco leggibile.,.help-footer{background:#12122a;border:1px solid #2a2a4a} / .help-footer p{color:var(--text-muted)},background: var(--surface); border: 1px solid var(--border).
high,testo-illeggibile,install.html,283,Il tag <code> negli step-desc ha background #1a1a36 fisso e color #7c5cfc: in tema light il codice (es. chrome://extensions) è viola su fondo scuro dentro un pannello che dovrebbe essere chiaro; incoerente col tema e a basso contrasto rispetto al resto.,.step-desc code{background:#1a1a36;border:1px solid #2a2a4a;color:#7c5cfc},background: var(--surface-2); border: 1px solid var(--border); color: var(--accent-light);
high,testo-illeggibile,install.html,974,"Nel box comparativo Free/Pro le voci disabilitate usano color:rgba(255,255,255,0.25) (bianco al 25%). Il box usa var(--card,#12122a) che in tema light è #ffffff (bianco): bianco trasparente su bianco = testo 'Video ad neutralization' e 'Stealth Mode' completamente invisibili in light.","<span style=""color:rgba(255,255,255,0.25);"">✗ ... Video ad neutralization</span> dentro box background:var(--card,#12122a)=#fff in light","Usare color: var(--text-dim) per le voci non incluse, tema-aware e leggibile in entrambi i temi."
high,congruenza,ja/best-ad-blocker-2026.html,214,"Trial dichiarato 30 giorni (JSON-LD, ranking, FAQ, CTA) vs SSOT 15 giorni",'30日間のフルPro体験が付きます' (FAQ AdOffは無料ですか); rank-card '30日間Proトライアル、カード不要'; CTA 'AdOffを30日間無料でお試しください',Sostituire 30日間 con 15日間 (per il trial)
high,congruenza,ja/guide.html,363,Trial dichiarato 30 giorni piu volte vs SSOT 15 giorni,'30日間のPro無料トライアルが自動的に有効になります' (s3); tabella 'Proトライアル 30日間無料',Sostituire 30日間 con 15日間
high,traduzione,ja/install.html,6,"title, meta description, OG e Twitter tag interamente in INGLESE in una pagina lang=ja","<title>Install AdOff · Free Ad Blocker for Chrome, Edge, Brave, Firefox, Safari</title> ; description=""Download and install AdOff ad blocker...Free 30-day Pro trial. Featherlight, installs in 30 secon",Tradurre title/description/OG/Twitter in giapponese
high,congruenza,ja/install.html,314,Trial dichiarato 30 giorni ('30日間のProは無料') ma SSOT è 15 giorni,install.trial.title: '初回アクセス: 30日間のProは無料'; s6 success '30日間の無料Proトライアルがあります'; meta desc 'Free 30-day Pro trial',Sostituire 30日間 con 15日間 (trial_days=15)
high,traduzione,ja/license-guide.html,652,"Numerosi blocchi di testo in ITALIANO non tradotti (step, callout, FAQ, CTA) in pagina lang=ja","step1: 'Scegli 月額, 年額 o 生涯版, poi seleziona il livello dispositivi...'; callout 'Come funzionano gli slot dispositivi'; FAQ 'S, ma ogni browser conta come un dispositivo separato...プランfica di conseguen",Tradurre tutti i blocchi italiani residui in giapponese
high,traduzione,ja/license-guide.html,752,Mix di 2 lingue nella stessa frase (italiano+giapponese) con parola-chiave i18n rotta 'プランfica',FAQ: '...Chrome e Firefox sullo stesso computer usano due slot. プランfica di conseguenza: il piano da 3 dispositivi...'; badge 'Più consigliato',Riscrivere la frase interamente in giapponese; 'プランfica' è residuo di sostituzione i18n corrotta di 'Pianifica'
high,congruenza,ja/license-guide.html,522,Trial dichiarato 30 giorni ripetutamente vs SSOT 15 giorni,'30日間の無料トライアルが含まれています' (plan cards); FAQ '自動的に30日間の無料トライアル3台のデバイス上の...'; CTA '30日間無料・30日間返金保証',Trial 15日間 (i 30 giorni valgono solo per il rimborso)
high,traduzione,ja/support.html,151,Placeholder dei campi form in ITALIANO non tradotti in pagina lang=ja,"placeholder=""Il tuo nome"" (name); placeholder=""tua@email.com"" (email); placeholder=""Descrizione breve del problema"" (subject); textarea placeholder=""Descrivi il problema nel dettaglio. Includi: - Cosa",Tradurre i placeholder in giapponese (o affidarsi ai data-i18n-placeholder popolati correttamente)
high,traduzione,ja/support.html,6,"title, meta description e OG interamente in INGLESE in pagina lang=ja","<title>Support · AdOff Ad Blocker | Get Help</title>; description=""Need help with AdOff? Contact our support team. Bug reports, feature requests, license issues.""",Tradurre title/description/OG in giapponese
high,prezzo,ko/best-ad-blocker-2026.html,184,"FAQ JSON-LD: prezzo annuale Founder €19.99 (SSOT=29,99€; 19,99 non esiste)",Pro 요금제 ... 처음 100명의 Founder에게 월 2.99 EUR 또는 연 19.99 EUR이며 30일 환불 보장,연 19.99 EUR → 29.99 EUR
high,prezzo,ko/best-ad-blocker-2026.html,237,"JSON-LD offers: annuale Founder 19.99 poi 24.99; entrambi errati (SSOT founder=29,99 standard=49,99)","""price"": ""19.99"" ... ""Founder price locked for life for the first 100 subscribers, then 24.99""",19.99→29.99 e 24.99→49.99
high,versione,ko/best-ad-blocker-2026.html,207,softwareVersion hardcoded 3.5.29 nel JSON-LD (SSOT=3.5.36),"""softwareVersion"": ""3.5.29"",",Aggiornare a 3.5.36
high,versione,ko/guide.html,290,Versione hardcoded obsoleta v3.1.0 (SSOT reale=3.5.36) + data vecchia,"<p class=""guide-version"">AdOff v3.1.0 — 최종 업데이트: 2026년 4월 19일</p>",Aggiornare a 3.5.36 (o renderla dinamica); allineare data
